Ram,Part-number,Retail_Price,Bảo mật,Dung lượng SSD,Bảo hành,Bàn phím,NPU (TOPS),Màu sắc,Công suất pin,Webcam,"Kích thước, khối lượng",Tên,Đèn laptop,Phụ kiện đi kèm,Thương hiệu,Kích thước,Cổng kết nối,Dung lượng RAM,Kết nối không dây,Lưu trữ,CPU,Hệ điều hành,Pin,Màn hình,Cổng HDMI,Tính năng đặc biệt,Mô tả bảo hành,Sale,Image,Nhu cầu,SKU,Chip đồ họa,Name,Công nghệ âm thanh,Latest_Price,Chất liệu,Khối lượng,Series laptop
32GB Onboard LPDDR5x 5200MHz Không nâng cấp được ),83D00003VN,22.690.000₫,Khuôn mặt,,24 tháng,"Bàn phím thường , có phím số , LED",,Xám,,FHD webcam,,Ideapad Slim 5 15IRU9 - 83D00003VN,,,Lenovo,343.5 x 238.21 x 17.42 mm,"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x micro SD card slot
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ 5 120U ( 1.4 GHz - 5.0 GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",Windows 11 Home SL,"57 Wh , Pin liền","15.3"" ( 1920 x 1200 ) WUXGA IPS , không cảm ứng , 300 nits , 100% sRGB , Màn hình chống lóa",,,,7.492%,https://lh3.googleusercontent.com/86N2_BzaDvgRMQVkQEJymTH7noKuT4_VkMUR7fNAq3IZdoLcIsVjeIxbrxV9FJkmZdtMwtLUu49raWu9hog__cEScV1YGS8prA=w500-rw,Văn phòng,240403796,Onboard Intel® Iris® Xe Graphics,Laptop Lenovo Ideapad Slim 5 15IRU9 - 83D00003VN (Core 5 120U) (Xám),Dolby Audio,20.990.000₫,Vỏ nhôm,1.8 kg,Ideapad
32GB Onboard LPDDR5 6400MHz Không nâng cấp được ),082VN,55.990.000₫,Vân tay,,24 tháng,"Có phím Copilot , không phím số , LED",Intel® AI Boost NPU,Xám,,FHD webcam,,Prestige 16 AI Studio B1VFG-082VN,,Adapter,MSI,358.4 x 254.4 x 16.85-18.95 mm,"1 x USB 3.2
2 x Thunderbolt 4
1 x micro SD card slot
Audio combo
1 x HDMI",,"Wi-Fi 7 BE1750 , Bluetooth 5.3",1TB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ Ultra 9-185H ( 3.9 GHz - 5.1 GHz / 24MB / 16 nhân, 22 luồng ), Intel AI",Windows 11 Home,"4 cell 99 Wh , Pin liền","16"" ( 3840 x 2400 ) Ultra HD (4K) OLED , không cảm ứng , 400 nits , 100% DCI-P3",,,,1.786%,https://lh3.googleusercontent.com/p0bpbUTDfFZqizvCIjYZ45l79Vf5pkq4hY990TmR8n9Amekyc8ETGPi7jOdnFyA2O8soxuOz4Xdra7TPwqb4gp6sLXTXtOPn=w500-rw,Gaming,240403803,"GeForce RTX™ 4060 8GB GDDR6 Intel® Arc™ Graphics ( 1755MHz , 55W , 233 AI TOPS )",Laptop MSI Prestige 16 AI Studio B1VFG-082VN (Core Ultra 9 185H) (Xám),Hi-Res Audio,54.990.000₫,Vỏ hợp kim Nhôm,1.6 kg,Prestige
1 x 16GB DDR5 5600MHz ( 2 Khe cắm / Hỗ trợ tối đa 96GB ),038VN,45.990.000₫,,,24 tháng,"Bàn phím Chiclet với phím Copilot , không phím số , RGB",,Xám,,HD webcam,,Sword 16 HX B14VGKG-038VN,,Adapter,MSI,359 x 266.4 x 21.8-~27.7 mm,"1 x USB Type C / Power Delivery
3 x USB 3.2
2 x 3.5 mm
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",1TB SSD M.2 NVMe ( 2 x M.2 NVMe ),"Intel® Core™ i7-14700HX ( 2.1 GHz - 5.5 GHz / 33MB / 20 nhân, 28 luồng ), Non-EVO",Windows 11 Home,"4 cell 65 Wh , Pin liền","16"" ( 2560 x 1600 ) WQXGA IPS , 240Hz , không cảm ứng , 100% DCI-P3",,,,6.523%,https://lh3.googleusercontent.com/nirgIK_Uj6FY2HuFpfEbg7QKCUJXj5A03dtd89dAsRPoV9_KmThvCS_Kaj5k25su_m6jvcmgtazGVqj5-lip5B4GhVabmffK=w500-rw,Gaming,240403805,"GeForce RTX™ 4070 8GB GDDR6 Intel® UHD Graphics 770 ( 2115MHz , 115W , 321 AI TOPs )",Laptop MSI Sword 16 HX B14VGKG-038VN (i7-14700HX) (Xám),Hi-Res Audio,42.990.000₫,,2.3 kg,Sword
1 x 16GB LPDDR5 4800MHz Hỗ trợ tối đa 32GB ),53T8,,,,12 tháng,"Bàn phím thường , có phím số , không đèn",,Xám,,HD webcam,,Aspire 15 - A15-51P-53T8,,Cáp + Sạc,ACER,362.9 x 237.5 x 18.9 mm,"2 x USB 3.2
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ 5 120U ( 1.4 GHz - 5.0 GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",Windows 11 Home SL,"3 cell 50 Wh , Pin liền","15.6"" ( 1920 x 1080 ) Full HD IPS , không cảm ứng , 300 nits , Acer ComfyView",,,,,https://lh3.googleusercontent.com/InRJ8A-jj1ipz2AEeA2LUOmJOyxybgRPqU9fT1i_1F8RjDlXsitjO0KvtVWQHaLZFsifQe7TvyhP6spWy-l2C0JxkfEgCMcb=w500-rw,Văn phòng,240403811,Onboard Intel® UHD Graphics,Laptop Acer Aspire 15 - A15-51P-53T8 (Core 5 120U) (Xám),,15.990.000₫,,1.8 kg,Aspire 15
2 x 16GB DDR5 4800MHz ( 2 Khe cắm,90NB12H2-M00170,36.990.000₫,,,24 tháng,"Bàn phím Chiclet , có phím số , RGB",,Xám,,HD webcam,,TUF Gaming F15 FX507VV-LP181W,,,ASUS,35.4 x 25.1 x 2.24 ~ 2.49 cm,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2",512GB SSD M.2 NVMe ( 2 x M.2 NVMe ),"Intel® Core™ i7-13620H ( 2.4 GHz - 4.9 GHz / 24MB / 10 nhân, 16 luồng ), Non-EVO",Windows 11 Home,"4 cell 90 Wh , Pin liền","15.6"" ( 1920 x 1080 ) Full HD IPS , 144Hz , không cảm ứng , 250 nits , 100% sRGB , Màn hình chống lóa , G-Sync",,,,5.407%,https://lh3.googleusercontent.com/6tn0Hu6diIjVP8FZn1-us0L0oQht_8neveRGqnHcnzMi8r8fXrbt-murJv1aEAr7B4L3b27UXA1_p9N-Y_6M4oSzF0hBms1urg=w500-rw,Gaming,240500594,GeForce RTX™ 4060 8GB GDDR6 Intel® Iris® Xe Graphics,Laptop gaming ASUS TUF Gaming F15 FX507VV-LP181W (i7-13620H/RAM 32GB/GeForce RTX 4060/512GB SSD/ Windows 11),Dolby Atmos,34.990.000₫,,2.2 kg,TUF Gaming
16GB (8GB + 8GB Onboard) DDR4 3200MHz ( 1 Khe cắm,82RK015AVN,13.390.000₫,Vân tay,,24 tháng,"Bàn phím thường , có phím số , không đèn",,Xám,,HD webcam,,Ideapad 3 15IAU7 - 82RK015AVN,,,Lenovo,359.2 x 236.5 x 19.9 mm,"1 x USB Type C / DisplayPort / Power Delivery
1 x USB 3.2
1 x USB 2.0
1 x SD card slot
Audio combo
1 x HDMI",,"WiFi 802.11ac , Bluetooth 5.1",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i3-1215U ( 1.2 GHz - 4.4 GHz / 10MB / 6 nhân, 8 luồng ), Non-EVO",Windows 11 Home SL,"45 Wh , Pin liền","15.6"" ( 1920 x 1080 ) Full HD IPS , không cảm ứng , 300 nits , Màn hình chống lóa",,,,6.721%,https://lh3.googleusercontent.com/TwEghW1oUNQUmvYRxrAeDU6cjosmzNEzWX6ntwHJz_tP-xZQo1QMIHm047iXgpd9a-ME97A2vKdtEC8y9BAbxfEv2Km_9e2n=w500-rw,Văn phòng,240502379,Onboard Intel® UHD Graphics,Laptop Lenovo Ideapad 3 15IAU7 - 82RK015AVN (i3-1215U) (Xám),Dolby Audio,12.490.000₫,Vỏ nhựa,1.6 kg,Ideapad
16GB Onboard DDR4 3200MHz Không nâng cấp được ),82XM00EHVN,15.990.000₫,Vân tay,,24 tháng,"Bàn phím thường , có phím số , không đèn",,Xám,,HD webcam,,Ideapad Slim 3 15ABR8 - 82XM00EHVN,,,Lenovo,359.3 x 235 x 17.9 mm,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI",,"WiFi 802.11ac , Bluetooth 5.2",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"AMD Ryzen™ 7 7730U ( 2.0 GHz - 4.5 GHz / 16MB / 8 nhân, 16 luồng ), AMD",Windows 11 Home SL,"47 Wh , Pin liền","15.6"" ( 1920 x 1080 ) Full HD IPS , không cảm ứng , 300 nits , Màn hình chống lóa",,,,9.381%,https://lh3.googleusercontent.com/ZT8XZnZhwpgQ2PUOcjQWDS6HXSQU2e9ltwiY0W6qk2bdpl2kYuexKo1ojuUQao8PYZFaVe6pSuDhDwK8Z6aZTyVtN9oC27JmqA=w500-rw,Văn phòng,240502381,Onboard AMD Radeon™ Graphics,Laptop Lenovo Ideapad Slim 3 15ABR8 - 82XM00EHVN (Xám),Dolby Audio,14.490.000₫,Vỏ nhựa,1.6 kg,Ideapad
2 x 8GB DDR5 4800MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),G15-5530-i9H161W11GR4060,,,,12 tháng,"Bàn phím thường , có phím số , RGB 4 vùng",,Xám,,HD webcam,,Gaming G15 5530 (G15-5530-i9H161W11GR4060),,"Adapter, dây nguồn, HDSD,…",Dell,21.28 - 26.15 x 357.26 x 274.52 mm,"1 x USB Type C / DisplayPort
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2",1TB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i9-13900HX ( 2.2 GHz - 5.4 GHz / 36MB / 24 nhân, 32 luồng ), Non-EVO",Windows 11 Home SL + Office Home & Student 2021,"3 cell 56 Wh , Pin liền","15.6"" ( 1920 x 1080 ) Full HD 165Hz , không cảm ứng , 100% sRGB , ComfortView Plus",,,,,https://lh3.googleusercontent.com/2ibfO_Gp0l7mQ_Q9OIvvCgiW7hhyUhopftJK1xp3YDYe4PfaEo9SL1UA1GS-omIfIF0DDF2zsaLd24s7V26-oOoKUPbH5KQ_=w500-rw,Gaming,240502386,GeForce RTX™ 4060 8GB GDDR6 Intel® UHD Graphics 770,Laptop Dell Gaming G15 5530 (G15-5530-i9H161W11GR4060) (i9-13900HX) (Xám đen),,46.190.000₫,,2.6 kg,Gaming G15
1 x 16GB DDR5 5600MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),83DX0085VN,,,,24 tháng,"Bàn phím thường , có phím số , LED",AMD XDNA™ 16 TOPS,Xám,,HD webcam,,LOQ 15AHP9 - 83DX0085VN,,,Lenovo,359.86 x 258.7 x 21.9-23.9 mm,"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",512GB SSD M.2 NVMe ( 2 x M.2 NVMe ),"AMD Ryzen™ 7 8845HS ( 3.8 GHz - 5.1 GHz / 16MB / 8 nhân, 16 luồng ), AMD AI",Windows 11 Home SL,"60 Wh , Pin liền","15.6"" ( 1920 x 1080 ) Full HD IPS , 144Hz , không cảm ứng , 300 nits , 100% sRGB , Màn hình chống lóa , G-Sync",,,,,https://lh3.googleusercontent.com/ur3i7AMmpyJIea2z2GuAcpDGOqOCPpF6fcCr1s5aYp7230bc-ap_HK5RO1OzRxvUVwHzygXWgc1gIgbPfOfsGhY5qWccqwdyCw=w500-rw,Gaming,240503705,"GeForce RTX™ 4060 8GB GDDR6 AMD Radeon 780M ( 2370MHz , 115W , 233 AI TOPS )",Laptop AI Lenovo LOQ 15AHP9 - 83DX0085VN (Ryzen 7 8845HS/RAM 16GB/GeForce RTX 4060/512GB SSD/Windows 11),Nahimic Gaming Audio,33.990.000₫,Vỏ nhựa,2.4 kg,LOQ
2 x 16GB DDR5 5600MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),83DE001NVN,,,,24 tháng,"Bàn phím thường , có phím số , RGB",,Xám,,FHD webcam,,Legion Pro 7 16IRX9H - 83DE001NVN,,,Lenovo,363.5 x 262.1 x 21.95-25.9 mm,"1 x USB Type C / DisplayPort / Power Delivery
4 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",1TB SSD M.2 NVMe ( 2 x M.2 NVMe ),"Intel® Core™ i9-14900HX ( 2.2 GHz - 5.8 GHz / 36MB / 24 nhân, 32 luồng ), Non-EVO",Windows 11 Home SL,"99 Wh , Pin liền","16"" ( 2560 x 1600 ) WQXGA IPS , 240Hz , không cảm ứng , 300 nits , Màn hình chống lóa",,,,,https://lh3.googleusercontent.com/E5MDwTcgMHIvwxiqVcknwu0p24C5q5cnprKNFKHiB1iqmiwQ4762vYbjgkmrD9MnydPx6E2HohVe9u8xg-R1gXiD-i8l1jvVpg=w500-rw,Gaming,240503706,GeForce RTX™ 4080 12GB GDDR6 Intel® UHD Graphics 770,Laptop Lenovo Legion Pro 7 16IRX9H - 83DE001NVN (i9-14900HX) (Xám),Dolby Audio,88.990.000₫,Vỏ nhựa,2.6 kg,Legion
16GB (8GB + 8GB Onboard) DDR4 3200MHz ( 1 Khe cắm / Không nâng cấp được ),82RJ00F9VN,,,,24 tháng,"Bàn phím thường , không phím số , không đèn",,Xám,,HD webcam,,IdeaPad 3 14IAU7 - 82RJ00F9VN,,,Lenovo,324.2 x 215.7 x 19.9 mm,"1 x USB Type C / DisplayPort / Power Delivery
1 x USB 3.2
1 x USB 2.0
Audio combo
1 x HDMI",,"WiFi 802.11ac , Bluetooth 5.1",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i3-1215U ( 1.2 GHz - 4.4 GHz / 10MB / 6 nhân, 8 luồng ), Non-EVO",Windows 11 Home SL,"4 cell 45 Wh , Pin liền","14"" ( 1920 x 1080 ) Full HD IPS , không cảm ứng , 300 nits , Màn hình chống lóa",,,,,https://lh3.googleusercontent.com/khQaBmAx5Rz6_rbAb5HN0tlXz4CerNXNh3Qq7S5DPkqELVBlAzDCQ21SyTZ3Bsax68plDHOjfb4m_ZCSebgopJMbvjIECSM=w500-rw,Văn phòng,240504970,Onboard Intel® UHD Graphics,Laptop Lenovo IdeaPad 3 14IAU7 - 82RJ00F9VN (i3-1215U/ RAM 16GB/ Onboard/ 512GB SSD/ Windows 11),Dolby Audio,13.390.000₫,Vỏ nhựa,1.4 kg,IdeaPad 3
16GB Onboard LPDDR5x 7467MHz,83DA006UVN,,Khuôn mặt,,24 tháng,"Bàn phím Chiclet với phím Copilot , không phím số , LED","Intel® AI Boost, up to 11 TOPS",Xám,,FHD webcam,,IdeaPad Slim 5 14IMH9 - 83DA006UVN,,Adapter,Lenovo,31.2 x 22.1 x 1.69 cm,"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x micro SD card slot
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ Ultra 7-155H ( 3.8 GHz - 4.8 GHz / 24MB / 16 nhân, 22 luồng ), Intel AI","Windows 11 Home 64, English","3 cell 57 Wh , Pin liền","14"" ( 1920 x 1200 ) WUXGA OLED , không cảm ứng , 400 nits , 100% DCI-P3",,,,,https://lh3.googleusercontent.com/f6sXMLk3aw4I8JxwflNxp82h93F9UG9oygmCAu5dhp4_Yz2cuftk9nSgET-6VMiKo5hxwxXw6KD4qq0Clp9zdVoQxQkE_ELh=w500-rw,Văn phòng,240602295,Onboard Intel® Arc™ Graphics,Laptop Lenovo IdeaPad Slim 5 14IMH9 - 83DA006UVN (Intel® Core™ Ultra 7-155H/ RAM 16GB/ Onboard/ 512GB SSD/ Windows 11),Dolby Atmos,25.690.000₫,Vỏ nhôm,1.5 kg,Ideapad
2 x 12GB DDR5 4800MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),83JC007JVN,,,,24 tháng,"Có phím Copilot , có phím số , LED",,Xám,,HD webcam,,LOQ 15ARP9 - 83JC007JVN,,Adapter,Lenovo,35.98 x 25.87 x 2.19-2.39 cm,"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2",512GB SSD M.2 NVMe ( 2 x M.2 NVMe ),"AMD Ryzen™ 5 7235HS ( 3.2 GHz - 4.2 GHz / 18MB / 4 nhân, 8 luồng ), AMD",Windows 11 Home SL,"4 cell 60 Wh , Pin liền","15.6"" ( 1920 x 1080 ) Full HD IPS , 144Hz , không cảm ứng , 300 nits , 100% sRGB , Màn hình chống lóa , G-Sync",,,,,https://lh3.googleusercontent.com/68hht_JIpwe1j6b8i1lUBg2_d8H9xXS2ryZmGQBKYZSFbENipzdbiK3FprSTWHxIOp_7HUGp86ys-YCYDHQFtJOWsBhlGzr2=w500-rw,Gaming,240602319,"GeForce RTX™ 3050 6GB GDDR6 ( 1732MHz , 95W",Laptop gaming Lenovo LOQ 15ARP9 - 83JC007JVN (Ryzen 5 7235HS/RAM 24GB/GeForce RTX 3050/512GB SSD/ Windows 11),Nahimic Audio,24.490.000₫,Vỏ nhựa,2.4 kg,LOQ
2 x 8GB DDR4 ( 1 Khe cắm / Hỗ trợ tối đa 24GB ),90NB0ZC1-M00BF0,18.990.000₫,Khuôn mặt,,24 tháng,"Bàn phím Chiclet , không phím số , không đèn",,Bạc,,FHD webcam,,Vivobook 14X OLED A1405ZA-KM264W,,"Adapter, dây nguồn,…",ASUS,31.71 x 22.20 x 1.99 cm,"1 x USB Type C
2 x USB 3.2
1 x USB 2.0
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i5-12500H ( 2.5 GHz - 4.5 GHz / 18MB / 12 nhân, 16 luồng ), Non-EVO",Windows 11 Home,"3 cell 50 Wh , Pin liền","14"" ( 2800 x 1800 ) 2.8K 16:10 , OLED , không cảm ứng , 600 nits , 100% DCI-P3",,,,6.846%,https://lh3.googleusercontent.com/oR8wq---eVOunO9aQNRlm4zZr9zgy7srIDEDm2v9zPdgz1HoKlL9vNk_AtjXc_hYO4xYxko-sPG4YY4PCU4X0xUS4ZIcNYyr=w500-rw,Văn phòng,240602398,Onboard Intel® Iris® Xe Graphics,Laptop ASUS Vivobook 14X OLED A1405ZA-KM264W (i5-12500H/ RAM 16GB/ Onboard/ 512GB SSD/ Windows 11),SonicMaster,17.690.000₫,,1.6 kg,VivoBook
16GB Onboard LPDDR5 6400MHz,A19BZPA,33.490.000₫,,,12 tháng,"Bàn phím thường , không phím số , LED",Intel® AI Boost NPU,Xanh,,HD webcam,,Envy x360 14-fc0089TU - A19BZPA,,"Adapter, dây nguồn, pen…",HP,31.33 x 21.89 x 1.69 cm,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ Ultra 7-155U ( 1.7 GHz - 4.8 GHz / 12MB / 12 nhân, 14 luồng ), Intel AI",Windows 11 Home,"3 cell 59 Wh , Pin liền","14"" ( 2880 x 1800 ) 2.8K OLED , cảm ứng , 400 nits , 100% DCI-P3",,,,2.687%,https://lh3.googleusercontent.com/zs3S_w1YWp38ZgY6WjzJlOgxm6IP8WGV098fkwGFhNSvqapmyz4Tl8_M4T6o1HTRA6xRBffgAFA4Y0uwSnAAjdcCCwxQimfi=w500-rw,Văn phòng,240602647,Onboard Intel® Arc™ Graphics,Laptop AI HP Envy x360 14-fc0089TU - A19BZPA (Ultra 7-155U/RAM 16GB/Onboard/512GB SSD/Windows 11),HP Audio Boost,32.590.000₫,,1.4 kg,Envy X360
2 x 16GB DDR5 5600MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),9Q991PA,,,,12 tháng,"Bàn phím thường , có phím số , RGB",,Xanh,,FHD webcam,,Victus 16-s0144AX - 9Q991PA,,"Adapter, dây nguồn",HP,36.9 x 25.94 x 2.29 - 2.39 cm,"1 x USB Type C / DisplayPort
3 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",512GB SSD M.2 NVMe ( 2 x M.2 NVMe ),"AMD Ryzen™ 5 7640HS ( 4.3 GHz - 5.0 GHz / 16MB / 6 nhân, 12 luồng ), AMD",Windows 11 Home,"4 cell 70 Wh , Pin liền","16.1"" ( 1920 x 1080 ) Full HD IPS , 144Hz , không cảm ứng , 250 nits , 45% NTSC",,,,,https://lh3.googleusercontent.com/S1aGicfaC6thTk5p5ZVtjhT8CS4d3QLFIk_nwWRdc1YQmpOP05WEGp9PPWmGc2IzRvmYKopjTlZkKs7aHULKJE-q6rS0o8G8yA=w500-rw,Gaming,240602649,GeForce RTX™ 4050 6GB GDDR6 AMD Radeon 760M,Laptop HP Victus 16-s0144AX - 9Q991PA (Ryzen 5 7640HS/ RAM 32GB/ GeForce RTX™ 4050/ 512GB SSD/ Windows 11),HP Audio Boost,36.290.000₫,,2.3 kg,VICTUS
2 x 16GB DDR5 5200MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),9Q977PA,,,,12 tháng,"Bàn phím thường , có phím số , RGB",,Xanh,,FHD webcam,,Victus 16-r0226TX - 9Q977PA,,"Adapter, dây nguồn",HP,36.9 x 25.94 x 2.29 - 2.39 cm,"1 x USB Type C / DisplayPort
3 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",512GB SSD M.2 NVMe ( 2 x M.2 NVMe ),"Intel® Core™ i7-13700H ( 2.4 GHz - 5.0 GHz / 24MB / 14 nhân, 12 luồng ), Non-EVO",Windows 11 Home,"4 cell 70 Wh , Pin liền","16.1"" ( 1920 x 1080 ) Full HD IPS , 144Hz , không cảm ứng , 250 nits , 45% NTSC",,,,,https://lh3.googleusercontent.com/ZiwzygPkE5WL4VLx23j5e2Wg53mMg897-ZwCI7FpKJqZSjFL_oJErrYPMvnMdk-xi38lsEXkD1K3seEjKiA6j3CUMHK5ar4=w500-rw,Gaming,240602650,GeForce RTX™ 4050 6GB GDDR6 Intel® Iris® Xe Graphics,Laptop gaming HP Victus 16-r0226TX - 9Q977PA (i7-13700H/RAM 32GB/GeForce RTX 4050/512GB SSD/ Windows 11),HP Audio Boost,35.490.000₫,,2.3 kg,VICTUS
2 x 16GB DDR5 5600MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),9Q989PA,38.790.000₫,,,12 tháng,"Bàn phím thường , có phím số , RGB",,Bạc,,FHD webcam,,Victus 16-s0142AX - 9Q989PA,,"Adapter, dây nguồn",HP,36.9 x 25.94 x 2.29 - 2.39 cm,"1 x USB Type C / DisplayPort
3 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",512GB SSD M.2 NVMe ( 2 x M.2 NVMe ),"AMD Ryzen™ 5 7640HS ( 4.3 GHz - 5.0 GHz / 16MB / 6 nhân, 12 luồng ), AMD",Windows 11 Home,"4 cell 70 Wh , Pin liền","16.1"" ( 1920 x 1080 ) Full HD IPS , 144Hz , không cảm ứng , 250 nits , 45% NTSC",,,,5.672%,https://lh3.googleusercontent.com/aJ0VcnkgVoXfhOqMIOYOHBwzZMhyc7Gdqm1ANTkWKku1OLBPTa0Y3mygJX-uts7r4uppYIV49l0DieVL7Ogds-CwHtuBx87bKg=w500-rw,Gaming,240602657,GeForce RTX™ 4060 8GB GDDR6 AMD Radeon 760M,Laptop gaming HP Victus 16-s0142AX - 9Q989PA (Ryzen 5 7640HS/RAM 32GB/GeForce RTX 4060/512GB SSD/ Windows 11),HP Audio Boost,36.590.000₫,,2.3 kg,VICTUS
32GB Onboard LPDDR5,90NB11R1-M00S20,36.990.000₫,Khuôn mặt,,24 tháng,"Bàn phím thường , không phím số , LED",Intel® AI Boost NPU,Xanh,,FHD webcam,,Zenbook 14 Oled UX3405MA-PP475W,,,ASUS,31.24 x 22.01 x 1.49 cm,"1 x USB 3.2
2 x Thunderbolt 4
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",1TB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ Ultra 9-185H ( 3.9 GHz - 5.1 GHz / 24MB / 16 nhân, 22 luồng ), Intel AI",Windows 11 Home,"4 cell 75 Wh , Pin liền","14"" ( 2880 x 1800 ) 2.8K OLED , 120Hz , không cảm ứng , 600 nits , 100% DCI-P3 , Màn hình gương",,,,5.677%,https://lh3.googleusercontent.com/3xV2QbFAz7CrD9eUSSmnCy9dkqk_QtZze57lJUKxf5M5a_rqpKfOM2EA27w-sJmeqLX-nA-Jmw4H2fDYC_KDO1xEqfTkaSW_Iw=w500-rw,Văn phòng,240602666,Onboard Intel® Arc™ Graphics,Laptop ASUS Zenbook 14 Oled UX3405MA-PP475W (Intel® Core™ Ultra 9-185H/ RAM 32GB/ Onboard/ 1TB SSD/ Windows 11),Dolby Atmos,34.890.000₫,,1.2 kg,ZenBook
,,37.990.000₫,,512GB SSD M.2 SATA,12 tháng,,,Starlight,70 Wh,,1.24 kg | 21.5 x 30.41 x 1.13 cm,"Macbook Air 13.6"" Z1G70004F",,,APPLE,,"2 x Thunderbolt 4 , 1 x 3.5 mm",16GB,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3",,Apple M3 ( 8‑Core CPU / 10‑Core GPU ),macOS,,"13.6"" ( 2560 x 1664 ) | IPS
FHD webcam",,,,2.632%,https://lh3.googleusercontent.com/hP19aNtxO8Fq_pUxpOnWmWjnsbhNN13UQ4phNVUqPbQ8YkQRxQ_vqmlxmIXMlCtSOtYOnbYyktCiG7W1M-4I1oPv4OKyh7zZ=w500-rw,Văn phòng,240702456,,"Máy tính xách tay Macbook Air 13.6"" (M3 8 core CPU - 10 core GPU/ 16GB/ 512GB SSD/ 70W)",,36.990.000₫,,,MacBook Air
