Ram,Part-number,Retail_Price,Bảo mật,Dung lượng SSD,Bảo hành,Bàn phím,NPU (TOPS),Màu sắc,Công suất pin,Webcam,"Kích thước, khối lượng",Tên,Đèn laptop,Phụ kiện đi kèm,Thương hiệu,Kích thước,Cổng kết nối,Dung lượng RAM,Kết nối không dây,Lưu trữ,CPU,Hệ điều hành,Pin,Màn hình,Cổng HDMI,Tính năng đặc biệt,Mô tả bảo hành,Sale,Image,Nhu cầu,SKU,Chip đồ họa,Name,Công nghệ âm thanh,Latest_Price,Chất liệu,Khối lượng,Series laptop
,,37.990.000₫,,512GB SSD M.2 SATA,12 tháng,,,Midnight,70 Wh,,1.24 kg | 21.5 x 30.41 x 1.13 cm,"Macbook Air 13.6"" Z1G80004E",,,APPLE,,"2 x Thunderbolt 4 , 1 x 3.5 mm",16GB,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3",,Apple M3 ( 8‑Core CPU / 10‑Core GPU ),macOS,,"13.6"" ( 2560 x 1664 ) | IPS
FHD webcam",,,,2.632%,https://lh3.googleusercontent.com/XiYZaYEEuYpkmghPIpjY4yC1SEgXFktdMIqlsZXn9xW3nWKcAX9ekBVmcZ1Rl2DqGrc7ApbiJxm7OmcDslIHZFEWH3JQkkrtXQ=w500-rw,Văn phòng,240702457,,"Apple MacBook Air M3 13.6"" (16GB/512GB SSD M.2 SATA)",,36.990.000₫,,,MacBook Air
16GB Onboard LPDDR5x ( 1 Khe cắm / Không nâng cấp được ),90NB12H4-M00DM0,,"Khuôn mặt - - Webcam hồng ngoại có hỗ trợ Windows Hello
- Mật khẩu người dùng thiết lập BIOS
- Mô-đun nền tảng đáng tin cậy (Firmware TPM)",,24 tháng,"Bàn phím Chiclet với phím Copilot , có phím số , LED",Intel® AI Boost NPU,Gold,,FHD webcam,,Vivobook S 14 OLED S5406MA-PP219WS,,,ASUS,31.05 x 22.19 x 1.39 ~ 1.59 cm,"2 x USB 3.2
2 x Thunderbolt 4
1 x micro SD card slot
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ Ultra 5-125H ( 3.6 GHz - 4.5 GHz / 18MB / 14 nhân, 18 luồng ), Intel AI",Windows 11 Home SL + Office Home & Student 2021,"4 cell 75 Wh , Pin liền","14"" ( 2880 x 1800 ) 3K 16:10 , OLED , không cảm ứng , 600 nits , 100% DCI-P3",,,,,https://lh3.googleusercontent.com/J0QJ9NzFWAkMpmhBz-w6Ysn6y1gZB80N0fqyjW-nfVBGXbQQuqP8w3UgZ7W-fj87h_VpBi8hpl93PTsS0TwraAiAZbnKbqsBWw=w500-rw,Văn phòng,240702601,Onboard Intel® Arc™ Graphics,Laptop Asus Vivobook S 14 OLED S5406MA-PP219WS (Ultra 5-125H),Dolby Atmos,26.990.000₫,Vỏ kim loại,1.3 kg,VivoBook
1 x 32GB DDR5 5600MHz ( 2 Khe cắm / Hỗ trợ tối đa 96GB ),240VN,,Vân tay,,24 tháng,"Bàn phím Chiclet với phím Copilot , có phím số , RGB",Intel® AI Boost NPU,Xanh,,FHD webcam,,Stealth 16 AI Studio A1VGG-240VN,,Adapter,MSI,355.8 x 259.7 x 19.95 mm,"1 x USB Type C / DisplayPort
1 x USB 3.2
1 x Thunderbolt 4
1 x micro SD card slot
Audio combo
1 x HDMI
LAN 2500 Mbps",,"Wi-Fi 7 BE , Bluetooth 5.4",2TB SSD M.2 NVMe ( 2 x M.2 NVMe ),"Intel® Core™ Ultra 7-155H ( 3.8 GHz - 4.8 GHz / 24MB / 16 nhân, 22 luồng ), Intel AI",Windows 11 Home,"4 cell 99 Wh , Pin liền","16"" ( 2560 x 1600 ) WQXGA IPS , 240Hz , không cảm ứng , 100% DCI-P3",,,,,https://lh3.googleusercontent.com/CHWAjjUfgtBQ5zJu2KhHsi822_Gr6H0pMdVcZhfoiskTQpkV53WH66QkouK9Pof-l4bqsDMaYGt0N5QW6NUbbz1FO0Oeg81p=w500-rw,Gaming,240702604,"GeForce RTX™ 4070 8GB GDDR6 Intel® Arc™ Graphics ( 1980MHz , 105W , 321 AI TOPs )",Laptop gaming MSI Stealth 16 AI Studio A1VGG-240VN (Ultra 7-155H/RAM 32GB/2TB SSD/ Windows 11),"Nahimic, Hi-Res Audio",64.990.000₫,,2 kg,Stealth
2 x 8GB DDR5 5600MHz ( 2 Khe cắm / Hỗ trợ tối đa 96GB ),459VN,,,,24 tháng,"Bàn phím Chiclet với phím Copilot , có phím số , RGB",,Xám,,HD webcam,,Sword 16 HX B14VEKG-459VN,,Adapter,MSI,359 x 266.4 x 21.8-27.7 mm,"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
2 x 3.5 mm
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",1TB SSD M.2 NVMe ( 2 x M.2 NVMe ),"Intel® Core™ i7-14700HX ( 2.1 GHz - 5.5 GHz / 33MB / 20 nhân, 28 luồng ), Non-EVO",Windows 11 Home,"4 cell 65 Wh , Pin liền","16"" ( 1920 x 1200 ) WUXGA IPS , 144Hz , không cảm ứng , 100% DCI-P3",,,,,https://lh3.googleusercontent.com/rhKGoofspd8dOLErMsyZbUCpMn5g6G-VPBNUH5wNkqZpheF_Iibz4fbg7un1Q_PjhoLZfrvNx35JeXGpUHgTw8keVLi-55U=w500-rw,Gaming,240702607,"GeForce RTX™ 4050 6GB GDDR6 Intel® UHD Graphics 770 ( 2370 MHz , 115W , 194 AI TOPs )",Laptop MSI Sword 16 HX B14VEKG-459VN (i7-14700HX/ RAM 16GB/ GeForce RTX™ 4050/ 1TB SSD/ Windows 11),"Nahimic, Hi-Res Audio",35.990.000₫,Vỏ nhựa,2.3 kg,Sword
1 x 16GB DDR5 5600MHz ( 2 Khe cắm / Hỗ trợ tối đa 96GB ),466VN,,,,24 tháng,"Bàn phím Chiclet với phím Copilot , có phím số , RGB",,Xám,,HD webcam,,Sword 16 HX B14VGKG-466VN,,Adapter,MSI,359 x 266.4 x 21.8-27.7 mm,"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
2 x 3.5 mm
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",1TB SSD M.2 NVMe ( 2 x M.2 NVMe ),"Intel® Core™ i7-14650HX ( 2.2 GHz - 5.2 GHz / 30MB / 16 nhân, 24 luồng ), Non-EVO",Windows 11 Home,"4 cell 65 Wh , Pin liền","16"" ( 2560 x 1600 ) WQXGA IPS , 240Hz , không cảm ứng , 100% DCI-P3",,,,,https://lh3.googleusercontent.com/jrqA89N6HbXpqqT4c5dmSEJ6W8SpEAhUI3uMGSI04y-dPOoMmCcsPU1rMhliehdjv9b7dCeOWGijnrtkS3p1Tzo50g0tdAE=w500-rw,Gaming,240702611,"GeForce RTX™ 4070 8GB GDDR6 Intel® UHD Graphics 710 ( 2115MHz , 115W , 321 AI TOPs )",Laptop MSI Sword 16 HX B14VGKG-466VN (i7-14650HX/ RAM 16GB/ GeForce RTX™ 4070/ 1TB SSD/ Windows 11),"Nahimic, Hi-Res Audio",41.990.000₫,Vỏ nhựa,2.3 kg,Sword
1 x 32GB DDR5 5600MHz ( 2 Khe cắm / Hỗ trợ tối đa 96GB ),646VN,,Khuôn mặt,,36 tháng,"Bàn phím Chiclet với phím Copilot , có phím số , RGB",,Đen,,FHD webcam,,Raider GE68 HX 14VHG-646VN,RGB,Adapter,MSI,357 x 284 x 22.20-27.85 mm,"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
1 x SD card slot
Audio combo
1 x HDMI
LAN 2500 Mbps",,"Wi-Fi 7 BE , Bluetooth 5.4",2TB SSD M.2 NVMe ( 2 x M.2 NVMe ),"Intel® Core™ i9-14900HX ( 2.2 GHz - 5.8 GHz / 8MB / 24 nhân, 32 luồng ), Non-EVO",Windows 11 Home,"4 cell 99 Wh , Pin liền","16"" ( 3840 x 2400 ) WQUXGA 16:10 , IPS , 120Hz , không cảm ứng , 100% DCI-P3",,,,,https://lh3.googleusercontent.com/pRa1Pn7uEVAnK-cffREPgVS4fx7spsVjF3LB7VKWiqMuiRNvNR3jFmB5GN50MmH-oOJIia-CCoPeris-yJu6AD80U-3lFpw=w500-rw,Gaming,240702615,"GeForce RTX™ 4080 12GB GDDR6 Intel® UHD Graphics 770 ( 2280MHz , 175W , 542 AI TOPS )",Laptop MSI Raider GE68 HX 14VHG-646VN (i9-14900HX/ RAM 32GB/ GeForce RTX™ 4080/ 2TB SSD/ Windows 11),Hi-Res Audio,89.990.000₫,,2.7 kg,Raider
1 x 16GB DDR5 5600MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),2065VN,,,,24 tháng,"Bàn phím thường , có phím số , RGB",,Đen,,HD webcam,,Katana 15 B13VGK-2065VN,,Adapter,MSI,359 x 259 x 24.9 mm,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x USB 2.0
2 x 3.5 mm
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2",1TB SSD M.2 NVMe ( 2 x M.2 NVMe ),"Intel® Core™ i7-13620H ( 2.4 GHz - 4.9 GHz / 24MB / 10 nhân, 16 luồng ), Non-EVO",Windows 11 Home,"3 cell 54 Wh , Pin liền","15.6"" ( 1920 x 1080 ) Full HD IPS , 144Hz , không cảm ứng",,,,,https://lh3.googleusercontent.com/71L0wAEBbYxmxjymCHgmzRW2Vdwpk3TAR6iXzRRa9T880jHyUNA3B_VaplF62541pgnbvhhvFIuNCRLJoZBiSumbEkYQVhZF=w500-rw,Gaming,240702616,"GeForce RTX™ 4070 8GB GDDR6 Intel® UHD Graphics ( 1980MHz , 105W , 321 AI TOPs )",Laptop MSI Katana 15 B13VGK-2065VN (i7-13620H/ RAM 16GB/ GeForce RTX™ 4070/ 1TB SSD/ Windows 11),Hi-Res Audio,38.990.000₫,,2.3 kg,Katana
2 x 8GB DDR5 5600MHz ( 2 Khe cắm / Hỗ trợ tối đa 96GB ),460VN,,,,24 tháng,"Bàn phím thường , có phím số , RGB",,Xám,,HD webcam,,Sword 16 HX B14VFKG-460VN,,"MSI Essential Backpack, MSI Gaming Mouse_ M99 Pro, Lót chuột, Móc chìa khóa rồng, Adapter, dây nguồn,…",MSI,359 x 266.4 x 21.8-27.7 mm,"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3",1TB SSD M.2 NVMe ( 2 x M.2 NVMe ),"Intel® Core™ i7-14650HX ( 2.2 GHz - 5.2 GHz / 30MB / 16 nhân, 24 luồng ), Non-EVO",Windows 11 Home SEA,"4 cell 65 Wh , Pin liền","16"" ( 2560 x 1600 ) WQXGA IPS , không cảm ứng , 100% DCI-P3",,,,,https://lh3.googleusercontent.com/7bGxiGThN4YXqaPWlztsUcHeumG0fD5bLxzjKhNb_DvTQ0fjhB8tncOSS7906UHwb3DQhPxQqF3jNNEp_ZyxlR74T2xI1ZnU=w500-rw,Gaming,240702973,"GeForce RTX™ 4060 8GB GDDR6 Intel® UHD Graphics 710 ( 2340MHz , 115W , 233 AI TOPS )",Laptop MSI Sword 16 HX B14VFKG-460VN (i7-14650HX/ RAM 16GB/ GeForce RTX™ 4060/ 1TB SSD/ Windows 11),,39.990.000₫,,2.3 kg,Sword
2 x 16GB DDR5 5600MHz ( 2 Khe cắm / Hỗ trợ tối đa 96GB ),017VN,,,,24 tháng,"Bàn phím Chiclet với phím Copilot , có phím số , RGB",Intel® AI Boost NPU,Đen,,HD webcam,,Pulse 17 AI C1VGKG-017VN,,"MSI Essential Backpack, MSI Gaming Mouse_ M99 Pro, Adapter, dây nguồn,…",MSI,383.2 x 279.9 x 22.2-29.7 mm,"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3",1TB SSD M.2 NVMe ( 2 x M.2 NVMe ),"Intel® Core™ Ultra 7-155H ( 3.8 GHz - 4.8 GHz / 24MB / 16 nhân, 22 luồng ), Intel AI",Windows 11 Home SEA,"4 cell 90 Wh , Pin liền","17"" ( 2560 x 1600 ) WQXGA 16:10 , IPS , không cảm ứng , 100% DCI-P3",,,,,https://lh3.googleusercontent.com/noFpbp5Trhwd0qjb1ku3y5xK3jFUqozPwuF0cqMFGNM6rZRauukLfR9NGBAsQ9Q8jrTpv7Tu1M51-0c-6tzTZvKnd3RHLTxc=w500-rw,Gaming,240702976,"GeForce RTX™ 4070 8GB GDDR6 Intel® Arc™ Graphics ( 2175MHz , 140W , 321 AI TOPs )",Laptop MSI Pulse 17 AI C1VGKG-017VN (Ultra 7 155H),"Nahimic, Hi-Res Audio",51.990.000₫,,2.8 kg,Pulse
2 x 8GB DDR4 2666MHz ( 2 Khe cắm,i3U165W11SLU,,,,12 tháng,"Bàn phím thường , có phím số , không đèn",,Bạc,,HD webcam,,Inspiron 15 3530 N3530-i3U165W11SLU,,"Adapter, dây nguồn, HDSD,…",Dell,16.96 - 18.99 x 358.50 x 235.56 mm,"2 x USB 3.2
1 x USB 2.0
1 x SD card slot
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i3-1305U ( 1.6 GHz - 4.5 GHz / 10MB / 5 nhân, 6 luồng ), Non-EVO",Windows 11 Home SL + Office Home & Student 2021,"3 cell 41 Wh , Pin liền","15.6"" ( 1920 x 1080 ) Full HD 120Hz , 250 nits , Màn hình chống lóa",,,,,https://lh3.googleusercontent.com/6owm9qUL3I4T3Vn7Y6BT-VKaIfZ9Gi6F1LJute-qfo8QXgnW5AxCs3-rEozYEe8gJK0ZOha_7Qv_eKZZoLB7ve5uTJTvTSmb=w500-rw,Văn phòng,240703454,Onboard Intel® UHD Graphics,Laptop Dell Inspiron 15 3530 N3530-i3U165W11SLU (i3-1305U/RAM 16GB/Onboard/512GB SSD/ Windows 11 + Office),,13.890.000₫,Vỏ nhôm,1.6 kg,Inspiron
2 x 8GB Onbard LPDDR5x 7467MHz ( 1 Khe cắm,G.AH55A5,44.000.000₫,,,12 tháng,"Bàn phím thường , không phím số , LED",Intel® AI Boost NPU,Đen,,FHD webcam,,Gram 14T90S-G.AH55A5,không đèn,USB-C to RJ45 adapter (B2B option),LG,"314 x 219,5 x 16,2 ~ 16,75 mm","1 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 100 Mbps",,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ Ultra 5-125H ( 3.6 GHz - 4.5 GHz / 18MB / 14 nhân, 18 luồng ), Intel AI",Windows 11 Home,"72 Wh , Pin liền","14"" ( 1920 x 1200 ) WUXGA 16:10 , IPS , không cảm ứng , 350 nits , 99% DCI-P3 , Màn hình chống lóa",,,,2.295%,https://lh3.googleusercontent.com/0z0yljFDhVnQJQNsWk1g5ueRilU-i-Il0aHQKxR7IwFCPll2DwqBIOG5FAddiYqwXhPbrSUa3yNyHqy4PvPYuR-m4QdXjygG=w500-rw,Văn phòng,240802632,Onboard Intel® Arc™ Graphics,Laptop LG Gram 14T90S-G.AH55A5 (Ultra 5-125H/RAM 16GB/Onboard/512GB SSD/ Windows 11),Dolby Atmos,42.990.000₫,,1.2 kg,Gram
2 x 8GB DDR5 5600MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),NH.QP0SV.001,34.990.000₫,,,12 tháng,"Có phím Copilot , có phím số , LED",AMD Ryzen™ AI up to 38 TOPs,Đen,,HD webcam,,Nitro V 16 ProPanel ANV16-41-R6NA,không đèn,"Adapter, dây nguồn, HDSD,…",ACER,361.8 (W) x 278.4 (D) x 24.74/25.46 (H) mm,"1 x USB Type C / DisplayPort
2 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"AMD Ryzen™ 7 8845HS ( 3.8 GHz - 5.1 GHz / 16MB / 8 nhân, 16 luồng ), AMD",Windows 11 Home SL,"3 cell 57 Wh , Pin liền","16"" ( 1920 x 1200 ) WUXGA 16:10 , IPS , 165Hz , không cảm ứng , 300 nits , 100% sRGB , Acer ComfyView",,,,4.573%,https://lh3.googleusercontent.com/M8c_ZLOK5CUmIc2AOkvXlISjNuBdMt7qn_LegdgZDtdWQir5LErXnQc1UqrBdtTF5E1IYf4pmvaiFHPEZjxG0NS4m8tWd-U=w500-rw,Gaming,240802645,GeForce RTX™ 4060 8GB GDDR5 AMD Radeon 780M,Laptop gaming ACER Nitro V 16 ProPanel ANV16-41-R6NA (Ryzen 7 8845HS/RAM 16GB/GeForce RTX 4060/512GB SSD/ Windows 11),,33.390.000₫,Vỏ nhôm,2.5 kg,Nitro V
1 x 16GB DDR5 5600MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),90NR0JU7-M004X0,22.990.000₫,,,,"Bàn phím Chiclet , có phím số , RGB",,Đen,,HD webcam,,TUF Gaming A15 FA506NFR-HN075W,không đèn,,ASUS,35.9 x 25.6 x 2.28 ~ 2.45 cm,"1 x USB Type C / DisplayPort
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",512GB SSD M.2 NVMe ( 2 x M.2 NVMe ),"AMD Ryzen™ 7 7435HS ( 3.2 GHz - 4.75 GHz / 16MB / 8 nhân, 16 luồng ), AMD",Windows 11 Home,"3 cell 48 Wh , Pin liền","15.6"" ( 1920 x 1080 ) Full HD 16:9 , IPS , 144Hz , không cảm ứng , 250 nits , 100% sRGB , Adaptive Sync",,,,17.399%,https://lh3.googleusercontent.com/JlBIKySrLO-j1LeYC5KBKPjHQ-CaM9ty-4N0eIKRUgkPfPag488juxzYrVzMuihPN_3XLnOOqXoxi18in3Yp2f32e3c8G4oXkA=w500-rw,Gaming,240803223,GeForce RTX™ 2050 4GB GDDR6 AMD Radeon™ Graphics,Laptop ASUS TUF Gaming A15 FA506NFR-HN075W (Ryzen 7 7435HS/RAM 16GB/GeForce RTX 2050/512GB SSD/ Windows 11),Hi-Res Audio,18.990.000₫,,2.3 kg,TUF Gaming
2 x 8GB DDR5 5200MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),KHPF5,,Vân tay,,12 tháng,"Bàn phím thường , có phím số",,Xanh,,FHD webcam,,Inspiron 16 5640 - KHPF5,,,Dell,52.3 x 6.7 x 32 cm,"1 x USB Type C / Power Delivery
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",1TB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ 7 150U ( 1.8 GHz - 5.4 GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",Windows 11 Home SL + Office Home & Student 2021,"4 cell 54 Wh , Pin liền","16"" ( 1920 x 1200 ) WUXGA 16:10 , WVA , 250 nits , Màn hình chống lóa , ComfyView",,,,,https://lh3.googleusercontent.com/4XsuNCtNhmABIB8Q313ZxB3xa-YmQiha30CRNgoFJp_M2ETKur3V782eJXDO7yw7f1stH_-CXJD5iQUuKJAuSZSqRGDxdmIt=w500-rw,Văn phòng,240804208,GeForce MX570 2GB GDDR6,Laptop Dell Inspiron 16 5640 - KHPF5 (Core 7 150U/ RAM 16GB/ GeForce MX570/ 1TB SSD/ Windows 11 + Office),,29.490.000₫,,2 kg,Inspiron
1 x 12GB DDR5 4800MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),83GS001QVN,,,,24 tháng,"Có phím Copilot , có phím số , LED",,Xám,,HD webcam,,LOQ 15IAX9 - 83GS001QVN,không đèn,,Lenovo,359.86 x 258.7 x 21.9-23.9 mm,"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
1 x 3.5 mm
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2",512GB SSD M.2 NVMe ( 2 x M.2 NVMe ),"Intel® Core™ i5-12450HX ( 3.1 GHz - 4.40 GHz / 12MB / 8 nhân, 12 luồng ), Non-EVO","Windows 11 Home SL, English","60 Wh , Pin liền","15.6"" ( 1920 x 1080 ) Full HD IPS , 144Hz , không cảm ứng , 300 nits , 100% sRGB , Màn hình chống lóa , G-Sync",,,,,https://lh3.googleusercontent.com/TBl-5OamkvUZm8-inPElm5tMPJkJPsQVi49Qb6cE4ZZrZW-RypeZpunHxDexlBTpepheufQHzbZRszjUUkuLGOmVj39ze3Uc=w500-rw,Gaming,240806082,"GeForce RTX™ 4050 6GB GDDR6 Intel® UHD Graphics 710 ( 2370 MHz , 105W",Laptop Lenovo LOQ 15IAX9 - 83GS001QVN (i5-12450HX/RAM 12GB/GeForce RTX 4050/512GB SSD/ Windows 11),Nahimic Audio,26.990.000₫,Vỏ nhựa,2.4 kg,LOQ
2 x 12GB DDR5 4800MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),83DV00UFVN,,,,24 tháng,"Có phím Copilot , có phím số , RGB 4 vùng",,Xám,,HD webcam,,LOQ 15IRX9 - 83DV00UFVN,không đèn,,Lenovo,359.86 x 258.7 x 21.9-23.9 mm,"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2",512GB SSD M.2 NVMe ( 2 x M.2 NVMe ),"Intel® Core™ i7-13650HX ( 2.6 GHz - 4.9 GHz / 24MB / 14 nhân, 20 luồng ), Non-EVO","Windows 11 Home SL, English","60 Wh , Pin liền","15.6"" ( 1920 x 1080 ) Full HD IPS , 144Hz , không cảm ứng , 300 nits , 100% sRGB , Màn hình chống lóa , G-Sync",,,,,https://lh3.googleusercontent.com/UnpIkPhfp6lmtwPN3723q2rdvbGc8MCFl81ImSFwJWbDM26eqXRMI0Us3fzlnzGlZQ7YTpQC_05xSs_SMgrK4NF9zz69ldJO9w=w500-rw,Gaming,240806083,"GeForce RTX™ 4060 8GB GDDR6 Intel® UHD Graphics 710 ( 2370 MHz , 115W , 233 AI TOPS )",Laptop Lenovo LOQ 15IRX9 - 83DV00UFVN (i7-13650HX/RAM 24GB/GeForce RTX 4060/512GB SSD/ Windows 11),Nahimic Audio,35.990.000₫,Vỏ nhựa,2.4 kg,LOQ
1 x 16GB DDR5 5600MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),83DH003AVN,41.990.000₫,,,24 tháng,"Bàn phím Chiclet với phím Copilot , có phím số , RGB",AMD XDNA™ 16 TOPS,Xám,,FHD webcam,,Legion Slim 5 16AHP9 - 83DH003AVN,không đèn,,Lenovo,359.7 x 260.5 x 19.9-21.9mm,"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",512GB SSD M.2 NVMe ( 2 x M.2 NVMe ),"AMD Ryzen™ 7 8845HS ( 3.8 GHz - 5.1 GHz / 16MB / 8 nhân, 16 luồng ), AMD AI","Windows 11 Home SL, English","80 Wh , Pin liền","16"" ( 2560 x 1600 ) WQXGA IPS , 165Hz , không cảm ứng , 350 nits , 100% sRGB , Màn hình chống lóa , FreeSync Premium",,,,8.097%,https://lh3.googleusercontent.com/NpTbcaLmLKcsMYvSqI8DRX8KN6ULMw5dK1WTmr7WFG8lvTPXnoaNNXcPkK7DLJ3KNXdoM-HHFkdejaZHUaXgELQer0eCfxX_=w500-rw,Gaming,240900480,"GeForce RTX™ 4060 8GB GDDR6 AMD Radeon 780M ( 2370MHz , 140W , 233 AI TOPS )",Laptop Lenovo Legion Slim 5 16AHP9 - 83DH003AVN (AMD Ryzen™ 7 8845HS/ RAM 16GB/ GeForce RTX™ 4060/ 512GB SSD/ Windows 11),Nahimic Audio,38.590.000₫,Vỏ nhôm,2.3 kg,Legion
2 x 8GB DDR4 2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),N3520-i5U165W11BLU-FP,16.790.000₫,Vân tay,,12 tháng,"Bàn phím thường , có phím số , không đèn",,Đen,,HD webcam,,Inspiron 15 3520 N3520-i5U165W11BLU-FP,không đèn,"Adapter, dây nguồn, HDSD,…",Dell,16.96 -18.99 x 358.50 x 235.56 mm,"2 x USB 3.2
1 x USB 2.0
1 x SD card slot
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i5-1235U ( 1.3 GHz - 4.4 GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",Windows 11 Home SL + Office Home & Student 2021,"3 cell 41 Wh , Pin liền","15.6"" ( 1920 x 1080 ) Full HD 120Hz , không cảm ứng , 250 nits , Màn hình chống lóa",,,,1.787%,https://lh3.googleusercontent.com/Y1XevrPKWo2-tAjqCTD6iyCKnaEplojKhWFSMXfIvqvimMoXhJZBKIjxriQ_5ui7itc24sPT8cMhkVAr5xXN-04myIetZfWw=w500-rw,Văn phòng,240903732,Onboard Intel® UHD Graphics,Laptop Dell Inspiron 15 3520 N3520-i5U165W11BLU-FP (i5-1235U/RAM 16GB/Onboard/512GB SSD/ Windows 11 + Office),,16.490.000₫,,1.9 kg,Inspiron
1 x 8GB DDR4 3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),1411VN,29.490.000 ₫,,,24 tháng,"Bàn phím thường , không phím số , LED",,Xám,,HD webcam,,Thin 15 B13UC-1411VN,không đèn,Adapter,MSI,35.9 x 25.4 x 2.17 Cm,"1 x USB Type C / DisplayPort
3 x USB 3.2
2 x 3.5 mm
1 x HDMI
LAN 1 Gb/s",,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3","512GB SSD M.2 NVMe ( 1 x 2.5"" SATA /( 1 x M.2 NVMe )","Intel® Core™ i7-13620H ( 2.4 GHz - 4.9 GHz / 24MB / 10 nhân, 16 luồng ), Non-EVO",Windows 11 Home,"3 cell 52 Wh , Pin liền","15.6"" ( 1920 x 1080 ) Full HD 16:9 , IPS , 144Hz , không cảm ứng , Màn hình chống lóa",,,,32.21%,https://lh3.googleusercontent.com/tIRKnEOwLXio64uTDzHlAhiD2bUFM1AvvkaI2Wpe0bSvVbZt32-jCIPme4g75F4UMTciEoKixPks6tzGoMyK4zY16sUYsl_n=w500-rw,Gaming,240903887,GeForce RTX™ 3050 4GB GDDR6 Intel® UHD Graphics 770,Laptop MSI Thin 15 B13UC-1411VN (i7-13620H/ RAM 8GB/ GeForce RTX™ 3050/ 512GB SSD/ Windows 11),,21.990.000₫,Vỏ kim loại,1.8 kg,Thin 15
